"full_name","team.name","season","venue.name","mean_disposals","min_disposals","max_disposals","games_played"
"Adam Kennedy","GWS Giants",2014,"Heritage Bank Stadium",17,17,17,1
"Adam Kennedy","GWS Giants",2014,"MCG",18.33,15,22,3
"Adam Kennedy","GWS Giants",2014,"Manuka Oval",11.67,10,13,3
"Adam Kennedy","GWS Giants",2014,"Marvel Stadium",18,18,18,1
"Adam Kennedy","GWS Giants",2014,"SCG",12,12,12,1
"Adam Kennedy","GWS Giants",2015,"GIANTS Stadium",15,8,22,3
"Adam Kennedy","GWS Giants",2015,"MCG",18,18,18,1
"Adam Kennedy","GWS Giants",2015,"Marvel Stadium",14,7,20,3
"Adam Kennedy","GWS Giants",2016,"Adelaide Oval",9.5,8,11,2
"Adam Kennedy","GWS Giants",2016,"Domain Stadium",15,15,15,1
"Adam Kennedy","GWS Giants",2016,"GIANTS Stadium",15,6,19,5
"Adam Kennedy","GWS Giants",2016,"Gabba",20,20,20,1
"Adam Kennedy","GWS Giants",2016,"MCG",16,16,16,1
"Adam Kennedy","GWS Giants",2016,"Manuka Oval",16,13,18,3
"Adam Kennedy","GWS Giants",2016,"Marvel Stadium",8,8,8,1
"Adam Kennedy","GWS Giants",2016,"SCG",14,14,14,1
"Adam Kennedy","GWS Giants",2017,"Adelaide Oval",11,11,11,1
"Adam Kennedy","GWS Giants",2017,"Blundstone Arena",17,17,17,1
"Adam Kennedy","GWS Giants",2017,"GIANTS Stadium",18,18,18,1
"Adam Kennedy","GWS Giants",2017,"Manuka Oval",14,14,14,2
"Adam Kennedy","GWS Giants",2017,"Marvel Stadium",3,3,3,1
"Adam Kennedy","GWS Giants",2017,"SCG",14,14,14,1
"Adam Kennedy","GWS Giants",2018,"Adelaide Oval",15,15,15,1
"Adam Kennedy","GWS Giants",2018,"GIANTS Stadium",16.33,11,21,3
"Adam Kennedy","GWS Giants",2018,"MCG",19,19,19,1
"Adam Kennedy","GWS Giants",2018,"Manuka Oval",13,13,13,1
"Adam Kennedy","GWS Giants",2018,"Marvel Stadium",26,26,26,1
"Adam Kennedy","GWS Giants",2019,"Adelaide Oval",15,15,15,1
"Adam Kennedy","GWS Giants",2019,"Blundstone Arena",10,10,10,1
"Adam Kennedy","GWS Giants",2019,"GIANTS Stadium",18.33,16,22,6
"Adam Kennedy","GWS Giants",2019,"GMHBA Stadium",16,16,16,1
"Adam Kennedy","GWS Giants",2019,"Heritage Bank Stadium",18,18,18,1
"Adam Kennedy","GWS Giants",2019,"MCG",14.33,13,15,3
"Adam Kennedy","GWS Giants",2019,"Manuka Oval",15,10,20,3
"Adam Kennedy","GWS Giants",2019,"Marvel Stadium",18,18,18,1
"Adam Kennedy","GWS Giants",2019,"Optus Stadium",23,23,23,1
"Adam Kennedy","GWS Giants",2019,"SCG",17,17,17,1
"Adam Kennedy","GWS Giants",2020,"Adelaide Oval",8,8,8,1
"Adam Kennedy","GWS Giants",2020,"GIANTS Stadium",1,1,1,1
"Adam Kennedy","GWS Giants",2020,"Gabba",11,11,11,1
"Adam Kennedy","GWS Giants",2020,"Heritage Bank Stadium",13,13,13,1
"Adam Kennedy","GWS Giants",2020,"Optus Stadium",17.5,16,19,2
"Adam Kennedy","GWS Giants",2021,"Blundstone Arena",11,11,11,1
"Adam Kennedy","GWS Giants",2021,"GIANTS Stadium",10,10,10,1
"Adam Kennedy","GWS Giants",2021,"Heritage Bank Stadium",17,16,18,2
"Adam Kennedy","GWS Giants",2021,"MCG",17.5,17,18,2
"Adam Kennedy","GWS Giants",2021,"Mars Stadium",16,16,16,1
"Adam Kennedy","GWS Giants",2021,"Marvel Stadium",12.5,11,14,2
"Adam Kennedy","GWS Giants",2022,"Adelaide Oval",14,10,18,2
"Adam Kennedy","GWS Giants",2022,"GIANTS Stadium",16,6,21,6
"Adam Kennedy","GWS Giants",2022,"MCG",15,13,17,2
"Adam Kennedy","GWS Giants",2022,"Manuka Oval",16,10,24,3
"Adam Kennedy","GWS Giants",2022,"Marvel Stadium",15.33,14,17,3
"Adam Kennedy","GWS Giants",2022,"Optus Stadium",0,0,0,1
"Adam Kennedy","GWS Giants",2022,"SCG",10,10,10,1
"Adam Kennedy","GWS Giants",2023,"GIANTS Stadium",12,12,12,1
"Adam Kennedy","GWS Giants",2023,"Manuka Oval",3,3,3,1
"Adam Kennedy","GWS Giants",2023,"Marvel Stadium",6,6,6,1
"Adam Kennedy","GWS Giants",2023,"Norwood Oval",6,6,6,1
"Adam Kennedy","GWS Giants",2023,"Optus Stadium",9,9,9,1
"Adam Marcon","Richmond",2016,"MCG",22,22,22,1
"Adam Marcon","Richmond",2016,"Manuka Oval",16,16,16,1
"Adam Oxley","Collingwood",2015,"Adelaide Oval",16,16,16,1
"Adam Oxley","Collingwood",2015,"Domain Stadium",16,16,16,1
"Adam Oxley","Collingwood",2015,"Gabba",8,8,8,1
"Adam Oxley","Collingwood",2015,"Heritage Bank Stadium",27,27,27,1
"Adam Oxley","Collingwood",2015,"MCG",18.4,6,30,10
"Adam Oxley","Collingwood",2015,"Marvel Stadium",21.33,8,33,3
"Adam Oxley","Collingwood",2016,"Domain Stadium",24,24,24,1
"Adam Oxley","Collingwood",2016,"Gabba",21,21,21,1
"Adam Oxley","Collingwood",2016,"MCG",17.25,11,25,8
"Adam Oxley","Collingwood",2016,"Marvel Stadium",9.5,7,12,2
"Adam Oxley","Collingwood",2018,"MCG",12,12,12,1
"Adam Oxley","Collingwood",2018,"Marvel Stadium",11,11,11,1
"Adam Oxley","Collingwood",2018,"Optus Stadium",11,11,11,1
"Adam Saad","Carlton",2021,"Adelaide Oval",18,18,18,1
"Adam Saad","Carlton",2021,"GIANTS Stadium",19,19,19,1
"Adam Saad","Carlton",2021,"Heritage Bank Stadium",21,21,21,1
"Adam Saad","Carlton",2021,"MCG",21.67,17,26,9
"Adam Saad","Carlton",2021,"Marvel Stadium",16.75,11,21,8
"Adam Saad","Carlton",2021,"SCG",18.5,15,22,2
"Adam Saad","Carlton",2022,"Adelaide Oval",26,26,26,1
"Adam Saad","Carlton",2022,"GIANTS Stadium",18,18,18,1
"Adam Saad","Carlton",2022,"Gabba",24,24,24,1
"Adam Saad","Carlton",2022,"Heritage Bank Stadium",23,23,23,1
"Adam Saad","Carlton",2022,"MCG",21.5,17,27,8
"Adam Saad","Carlton",2022,"Marvel Stadium",22.86,14,28,7
"Adam Saad","Carlton",2022,"Optus Stadium",18,13,23,2
"Adam Saad","Carlton",2023,"Adelaide Oval",17,17,17,1
"Adam Saad","Carlton",2023,"GIANTS Stadium",23,23,23,1
"Adam Saad","Carlton",2023,"Heritage Bank Stadium",22,22,22,1
"Adam Saad","Carlton",2023,"MCG",20.22,14,29,9
"Adam Saad","Carlton",2023,"Marvel Stadium",19.71,11,25,7
"Adam Saad","Carlton",2023,"Optus Stadium",21.5,18,25,2
"Adam Saad","Carlton",2023,"SCG",18,18,18,1
"Adam Saad","Essendon",2018,"Adelaide Oval",19,19,19,1
"Adam Saad","Essendon",2018,"GIANTS Stadium",22,22,22,1
"Adam Saad","Essendon",2018,"Gabba",24,24,24,1
"Adam Saad","Essendon",2018,"Heritage Bank Stadium",19,19,19,1
"Adam Saad","Essendon",2018,"MCG",17.88,14,23,8
"Adam Saad","Essendon",2018,"Marvel Stadium",13.5,2,24,8
"Adam Saad","Essendon",2018,"Optus Stadium",21,16,26,2
"Adam Saad","Essendon",2019,"Adelaide Oval",14,14,14,1
"Adam Saad","Essendon",2019,"GIANTS Stadium",19,19,19,1
"Adam Saad","Essendon",2019,"Heritage Bank Stadium",16,16,16,1
"Adam Saad","Essendon",2019,"MCG",16.5,12,19,8
"Adam Saad","Essendon",2019,"Marvel Stadium",19,11,23,7
"Adam Saad","Essendon",2019,"Optus Stadium",19.5,12,27,2
"Adam Saad","Essendon",2019,"SCG",17,17,17,1
"Adam Saad","Essendon",2020,"Adelaide Oval",19,19,19,3
"Adam Saad","Essendon",2020,"Gabba",16.67,11,21,3
"Adam Saad","Essendon",2020,"Heritage Bank Stadium",18.33,11,23,6
"Adam Saad","Essendon",2020,"MCG",17,16,18,2
"Adam Saad","Essendon",2020,"Marvel Stadium",28,28,28,1
"Adam Saad","Essendon",2020,"SCG",20,20,20,1
"Adam Saad","Essendon",2020,"TIO Stadium",21,21,21,1
"Adam Saad","Gold Coast Suns",2015,"GMHBA Stadium",16,16,16,1
"Adam Saad","Gold Coast Suns",2015,"Gabba",12,12,12,1
"Adam Saad","Gold Coast Suns",2015,"Heritage Bank Stadium",19.11,10,26,9
"Adam Saad","Gold Coast Suns",2015,"MCG",13,13,13,2
"Adam Saad","Gold Coast Suns",2015,"Manuka Oval",11,11,11,1
"Adam Saad","Gold Coast Suns",2015,"Marvel Stadium",16,16,16,1
"Adam Saad","Gold Coast Suns",2015,"University of Tasmania Stadium",19,19,19,1
"Adam Saad","Gold Coast Suns",2016,"Domain Stadium",15,15,15,1
"Adam Saad","Gold Coast Suns",2016,"GIANTS Stadium",9,9,9,1
"Adam Saad","Gold Coast Suns",2016,"Gabba",15,15,15,1
"Adam Saad","Gold Coast Suns",2016,"Heritage Bank Stadium",16.8,15,20,5
"Adam Saad","Gold Coast Suns",2016,"Marvel Stadium",14,12,16,2
"Adam Saad","Gold Coast Suns",2017,"Adelaide Arena at Jiangwan Stadium",20,20,20,1
"Adam Saad","Gold Coast Suns",2017,"Adelaide Oval",9,9,9,1
"Adam Saad","Gold Coast Suns",2017,"Cazalys Stadium",13,13,13,1
"Adam Saad","Gold Coast Suns",2017,"Domain Stadium",19,19,19,1
"Adam Saad","Gold Coast Suns",2017,"GIANTS Stadium",17,17,17,1
"Adam Saad","Gold Coast Suns",2017,"Gabba",17,17,17,1
"Adam Saad","Gold Coast Suns",2017,"Heritage Bank Stadium",16.5,9,24,10
"Adam Saad","Gold Coast Suns",2017,"MCG",17,17,17,1
"Adam Saad","Gold Coast Suns",2017,"Marvel Stadium",17,15,21,3
"Adam Saad","Gold Coast Suns",2017,"SCG",17,17,17,1
"Adam Saad","Gold Coast Suns",2017,"TIO Traeger Park",20,20,20,1
"Adam Schneider","St Kilda",2014,"Adelaide Oval",16,16,16,1
"Adam Schneider","St Kilda",2014,"Blundstone Arena",10,10,10,1
"Adam Schneider","St Kilda",2014,"Heritage Bank Stadium",7,7,7,1
"Adam Schneider","St Kilda",2014,"MCG",11,9,13,2
"Adam Schneider","St Kilda",2014,"Marvel Stadium",18.57,7,26,7
"Adam Schneider","St Kilda",2014,"SCG",20,20,20,1
"Adam Schneider","St Kilda",2015,"Adelaide Oval",15,14,16,2
"Adam Schneider","St Kilda",2015,"GIANTS Stadium",14,14,14,1
"Adam Schneider","St Kilda",2015,"Gabba",22,22,22,1
"Adam Schneider","St Kilda",2015,"MCG",21.5,15,28,2
"Adam Schneider","St Kilda",2015,"Marvel Stadium",19.62,12,25,8
"Adam Schneider","St Kilda",2015,"Westpac Stadium",18,18,18,1
"Adam Tomlinson","GWS Giants",2014,"Adelaide Oval",10,10,10,1
"Adam Tomlinson","GWS Giants",2014,"Domain Stadium",19,19,19,2
"Adam Tomlinson","GWS Giants",2014,"GIANTS Stadium",17.33,14,20,6
"Adam Tomlinson","GWS Giants",2014,"Gabba",18,18,18,1
"Adam Tomlinson","GWS Giants",2014,"Heritage Bank Stadium",23,23,23,1
"Adam Tomlinson","GWS Giants",2014,"MCG",16,12,24,3
"Adam Tomlinson","GWS Giants",2014,"Manuka Oval",13,12,14,3
"Adam Tomlinson","GWS Giants",2014,"Marvel Stadium",13,13,13,1
"Adam Tomlinson","GWS Giants",2014,"SCG",14,14,14,1
"Adam Tomlinson","GWS Giants",2015,"Domain Stadium",14,14,14,1
"Adam Tomlinson","GWS Giants",2015,"GIANTS Stadium",16.5,13,20,2
"Adam Tomlinson","GWS Giants",2015,"Heritage Bank Stadium",18,18,18,1
"Adam Tomlinson","GWS Giants",2015,"Manuka Oval",8.5,1,16,2
"Adam Tomlinson","GWS Giants",2015,"Marvel Stadium",14,13,15,2
"Adam Tomlinson","GWS Giants",2016,"Adelaide Oval",15,12,18,2
"Adam Tomlinson","GWS Giants",2016,"GIANTS Stadium",14.33,11,20,3
"Adam Tomlinson","GWS Giants",2016,"GMHBA Stadium",16,16,16,1
"Adam Tomlinson","GWS Giants",2016,"Gabba",13,13,13,1
"Adam Tomlinson","GWS Giants",2016,"Heritage Bank Stadium",9,9,9,1
"Adam Tomlinson","GWS Giants",2016,"MCG",9,9,9,1
"Adam Tomlinson","GWS Giants",2016,"Manuka Oval",11,9,13,2
"Adam Tomlinson","GWS Giants",2016,"Marvel Stadium",10,10,10,1
"Adam Tomlinson","GWS Giants",2017,"Adelaide Oval",12,12,12,1
"Adam Tomlinson","GWS Giants",2017,"Blundstone Arena",8,8,8,1
"Adam Tomlinson","GWS Giants",2017,"Domain Stadium",12,12,12,1
"Adam Tomlinson","GWS Giants",2017,"GIANTS Stadium",13.75,9,18,8
"Adam Tomlinson","GWS Giants",2017,"GMHBA Stadium",13,13,13,1
"Adam Tomlinson","GWS Giants",2017,"Gabba",9,9,9,1
"Adam Tomlinson","GWS Giants",2017,"MCG",13,13,13,1
"Adam Tomlinson","GWS Giants",2017,"Manuka Oval",15.67,12,22,3
"Adam Tomlinson","GWS Giants",2017,"Marvel Stadium",12.5,12,13,2
"Adam Tomlinson","GWS Giants",2017,"SCG",15,15,15,1
"Adam Tomlinson","GWS Giants",2017,"University of Tasmania Stadium",24,24,24,1
"Adam Tomlinson","GWS Giants",2018,"Adelaide Oval",15,13,17,2
"Adam Tomlinson","GWS Giants",2018,"Blundstone Arena",18,18,18,1
"Adam Tomlinson","GWS Giants",2018,"GIANTS Stadium",17.5,10,27,8
"Adam Tomlinson","GWS Giants",2018,"GMHBA Stadium",8,8,8,1
"Adam Tomlinson","GWS Giants",2018,"Gabba",10,10,10,1
"Adam Tomlinson","GWS Giants",2018,"MCG",21.5,20,23,2
"Adam Tomlinson","GWS Giants",2018,"Manuka Oval",14.33,11,20,3
"Adam Tomlinson","GWS Giants",2018,"Marvel Stadium",19.5,18,21,2
"Adam Tomlinson","GWS Giants",2018,"Optus Stadium",24,24,24,1
"Adam Tomlinson","GWS Giants",2018,"SCG",14,14,14,1
"Adam Tomlinson","GWS Giants",2019,"Adelaide Oval",13.5,13,14,2
"Adam Tomlinson","GWS Giants",2019,"Blundstone Arena",12,12,12,1
"Adam Tomlinson","GWS Giants",2019,"GIANTS Stadium",18.5,14,24,8
"Adam Tomlinson","GWS Giants",2019,"GMHBA Stadium",21,21,21,1
"Adam Tomlinson","GWS Giants",2019,"Heritage Bank Stadium",22,22,22,1
"Adam Tomlinson","GWS Giants",2019,"MCG",18.67,16,22,3
"Adam Tomlinson","GWS Giants",2019,"Manuka Oval",14.67,13,16,3
"Adam Tomlinson","GWS Giants",2019,"Marvel Stadium",17,17,17,1
"Adam Tomlinson","GWS Giants",2019,"Optus Stadium",19,19,19,1
"Adam Tomlinson","GWS Giants",2019,"SCG",20,20,20,1
"Adam Tomlinson","Melbourne",2020,"Adelaide Oval",10.5,8,13,2
"Adam Tomlinson","Melbourne",2020,"Cazalys Stadium",12,6,18,2
"Adam Tomlinson","Melbourne",2020,"Gabba",8.5,7,10,2
"Adam Tomlinson","Melbourne",2020,"Heritage Bank Stadium",13.5,13,14,2
"Adam Tomlinson","Melbourne",2020,"MCG",16,13,19,2
"Adam Tomlinson","Melbourne",2020,"Marvel Stadium",16,16,16,1
"Adam Tomlinson","Melbourne",2020,"Optus Stadium",14,14,14,1
"Adam Tomlinson","Melbourne",2020,"TIO Traeger Park",11,11,11,1
"Adam Tomlinson","Melbourne",2021,"Blundstone Arena",0,0,0,1
"Adam Tomlinson","Melbourne",2021,"MCG",13.5,8,16,4
"Adam Tomlinson","Melbourne",2021,"Manuka Oval",13,13,13,1
"Adam Tomlinson","Melbourne",2021,"Marvel Stadium",17,17,17,1
"Adam Tomlinson","Melbourne",2022,"Adelaide Oval",3.5,0,7,2
"Adam Tomlinson","Melbourne",2022,"Heritage Bank Stadium",23,23,23,1
"Adam Tomlinson","Melbourne",2022,"MCG",10,8,12,3
"Adam Tomlinson","Melbourne",2022,"Marvel Stadium",12,12,12,1
"Adam Tomlinson","Melbourne",2022,"TIO Traeger Park",15,15,15,1
"Adam Tomlinson","Melbourne",2023,"Adelaide Oval",17,17,17,1
"Adam Tomlinson","Melbourne",2023,"Gabba",13,13,13,1
"Adam Tomlinson","Melbourne",2023,"MCG",13,7,19,6
"Adam Treloar","Collingwood",2016,"Adelaide Oval",36,36,36,1
"Adam Treloar","Collingwood",2016,"Domain Stadium",32,32,32,1
"Adam Treloar","Collingwood",2016,"GIANTS Stadium",27,27,27,1
"Adam Treloar","Collingwood",2016,"Gabba",36,36,36,1
"Adam Treloar","Collingwood",2016,"MCG",29.29,23,36,14
"Adam Treloar","Collingwood",2016,"Marvel Stadium",32.67,25,38,3
"Adam Treloar","Collingwood",2016,"SCG",34,34,34,1
"Adam Treloar","Collingwood",2017,"Adelaide Oval",31,31,31,1
"Adam Treloar","Collingwood",2017,"Domain Stadium",35,35,35,1
"Adam Treloar","Collingwood",2017,"Heritage Bank Stadium",32,32,32,1
"Adam Treloar","Collingwood",2017,"MCG",28.93,21,39,14
"Adam Treloar","Collingwood",2017,"Marvel Stadium",32.33,28,35,3
"Adam Treloar","Collingwood",2017,"SCG",28,28,28,1
"Adam Treloar","Collingwood",2018,"Adelaide Oval",36,36,36,1
"Adam Treloar","Collingwood",2018,"Gabba",26,26,26,1
"Adam Treloar","Collingwood",2018,"MCG",30.89,19,42,9
"Adam Treloar","Collingwood",2018,"Marvel Stadium",32,24,40,2
"Adam Treloar","Collingwood",2019,"Adelaide Oval",27,27,27,1
"Adam Treloar","Collingwood",2019,"GIANTS Stadium",34,34,34,1
"Adam Treloar","Collingwood",2019,"Gabba",35,35,35,1
"Adam Treloar","Collingwood",2019,"MCG",32.5,23,39,14
"Adam Treloar","Collingwood",2019,"Marvel Stadium",37,35,40,3
"Adam Treloar","Collingwood",2019,"Optus Stadium",39,39,39,1
"Adam Treloar","Collingwood",2019,"SCG",38,38,38,1
"Adam Treloar","Collingwood",2020,"GIANTS Stadium",35,35,35,1
"Adam Treloar","Collingwood",2020,"Gabba",25,24,26,3
"Adam Treloar","Collingwood",2020,"MCG",30,30,30,1
"Adam Treloar","Collingwood",2020,"Optus Stadium",28.67,22,34,3
"Adam Treloar","GWS Giants",2014,"Adelaide Oval",23,23,23,1
"Adam Treloar","GWS Giants",2014,"GIANTS Stadium",30,24,34,8
"Adam Treloar","GWS Giants",2014,"Gabba",26,26,26,1
"Adam Treloar","GWS Giants",2014,"Heritage Bank Stadium",28,28,28,1
"Adam Treloar","GWS Giants",2014,"MCG",29,26,32,3
"Adam Treloar","GWS Giants",2014,"Manuka Oval",23,22,24,3
"Adam Treloar","GWS Giants",2014,"Marvel Stadium",25.5,23,28,2
"Adam Treloar","GWS Giants",2014,"SCG",28,28,28,1
"Adam Treloar","GWS Giants",2015,"Domain Stadium",27,21,33,2
"Adam Treloar","GWS Giants",2015,"GIANTS Stadium",28.75,24,35,8
"Adam Treloar","GWS Giants",2015,"Heritage Bank Stadium",19,19,19,1
"Adam Treloar","GWS Giants",2015,"MCG",26,23,29,2
"Adam Treloar","GWS Giants",2015,"Manuka Oval",27.33,24,31,3
"Adam Treloar","GWS Giants",2015,"Marvel Stadium",28,23,32,4
"Adam Treloar","GWS Giants",2015,"SCG",29,29,29,1
"Adam Treloar","Western Bulldogs",2021,"Adelaide Oval",26,26,26,1
"Adam Treloar","Western Bulldogs",2021,"MCG",22.5,18,27,2
"Adam Treloar","Western Bulldogs",2021,"Manuka Oval",35,35,35,1
"Adam Treloar","Western Bulldogs",2021,"Mars Stadium",29,29,29,1
"Adam Treloar","Western Bulldogs",2021,"Marvel Stadium",22.43,14,27,7
"Adam Treloar","Western Bulldogs",2021,"University of Tasmania Stadium",15,15,15,1
"Adam Treloar","Western Bulldogs",2022,"Adelaide Oval",23,23,23,1
"Adam Treloar","Western Bulldogs",2022,"GIANTS Stadium",31,31,31,1
"Adam Treloar","Western Bulldogs",2022,"Gabba",26,26,26,1
"Adam Treloar","Western Bulldogs",2022,"MCG",25,24,26,2
"Adam Treloar","Western Bulldogs",2022,"Mars Stadium",24,22,26,2
"Adam Treloar","Western Bulldogs",2022,"Marvel Stadium",27.18,22,35,11
"Adam Treloar","Western Bulldogs",2022,"Optus Stadium",35,35,35,1
"Adam Treloar","Western Bulldogs",2022,"SCG",32,32,32,1
"Adam Treloar","Western Bulldogs",2022,"University of Tasmania Stadium",25,25,25,1
"Adam Treloar","Western Bulldogs",2023,"Adelaide Oval",35,35,35,1
"Adam Treloar","Western Bulldogs",2023,"GMHBA Stadium",33,33,33,1
"Adam Treloar","Western Bulldogs",2023,"MCG",28.5,25,32,2
"Adam Treloar","Western Bulldogs",2023,"Manuka Oval",24,24,24,1
"Adam Treloar","Western Bulldogs",2023,"Mars Stadium",34,34,34,1
"Adam Treloar","Western Bulldogs",2023,"Marvel Stadium",28.7,22,34,10
"Adam Treloar","Western Bulldogs",2023,"Optus Stadium",35,35,35,1
"Adam Treloar","Western Bulldogs",2023,"SCG",33,33,33,1
"Adam Treloar","Western Bulldogs",2023,"University of Tasmania Stadium",19,19,19,1
"Ahmed Saad","St Kilda",2015,"Heritage Bank Stadium",8,8,8,1
"Ahmed Saad","St Kilda",2015,"MCG",9,9,9,1
"Ahmed Saad","St Kilda",2015,"Marvel Stadium",4,4,4,1
"Ahmed Saad","St Kilda",2015,"Westpac Stadium",4,4,4,1
"Aidan Corr","GWS Giants",2014,"Domain Stadium",8,8,8,1
"Aidan Corr","GWS Giants",2014,"GIANTS Stadium",8,4,12,2
"Aidan Corr","GWS Giants",2014,"MCG",5,5,5,1
"Aidan Corr","GWS Giants",2015,"Adelaide Oval",12,12,12,1
"Aidan Corr","GWS Giants",2015,"Domain Stadium",5.5,4,7,2
"Aidan Corr","GWS Giants",2015,"GIANTS Stadium",7.17,3,9,6
"Aidan Corr","GWS Giants",2015,"Heritage Bank Stadium",15,15,15,1
"Aidan Corr","GWS Giants",2015,"MCG",8,8,8,1
"Aidan Corr","GWS Giants",2015,"Manuka Oval",8,6,9,3
"Aidan Corr","GWS Giants",2015,"Marvel Stadium",10,7,16,4
"Aidan Corr","GWS Giants",2015,"SCG",10,10,10,1
"Aidan Corr","GWS Giants",2016,"MCG",8,8,8,1
"Aidan Corr","GWS Giants",2016,"Manuka Oval",12,12,12,1
"Aidan Corr","GWS Giants",2016,"SCG",5,5,5,1
"Aidan Corr","GWS Giants",2017,"Blundstone Arena",11,11,11,1
"Aidan Corr","GWS Giants",2017,"Domain Stadium",14,14,14,1
"Aidan Corr","GWS Giants",2017,"GIANTS Stadium",9.71,0,16,7
"Aidan Corr","GWS Giants",2017,"GMHBA Stadium",9,9,9,1
"Aidan Corr","GWS Giants",2017,"Gabba",10,10,10,1
"Aidan Corr","GWS Giants",2017,"MCG",16,16,16,1
"Aidan Corr","GWS Giants",2017,"Manuka Oval",12.67,8,15,3
"Aidan Corr","GWS Giants",2017,"Marvel Stadium",13,9,17,3
"Aidan Corr","GWS Giants",2017,"SCG",8,8,8,1
"Aidan Corr","GWS Giants",2017,"University of Tasmania Stadium",12,12,12,1
"Aidan Corr","GWS Giants",2018,"Adelaide Oval",10,10,10,1
"Aidan Corr","GWS Giants",2018,"Blundstone Arena",19,19,19,1
"Aidan Corr","GWS Giants",2018,"GIANTS Stadium",12.17,5,15,6
"Aidan Corr","GWS Giants",2018,"GMHBA Stadium",4,4,4,1
"Aidan Corr","GWS Giants",2018,"Gabba",11,11,11,1
"Aidan Corr","GWS Giants",2018,"MCG",7,7,7,1
"Aidan Corr","GWS Giants",2018,"Manuka Oval",7,6,8,2
"Aidan Corr","GWS Giants",2018,"Marvel Stadium",5,5,5,1
"Aidan Corr","GWS Giants",2018,"Optus Stadium",10,10,10,1
"Aidan Corr","GWS Giants",2018,"SCG",10,10,10,1
"Aidan Corr","GWS Giants",2019,"GIANTS Stadium",12,12,12,1
"Aidan Corr","GWS Giants",2019,"Heritage Bank Stadium",11,11,11,1
"Aidan Corr","GWS Giants",2019,"Manuka Oval",6,6,6,1
"Aidan Corr","GWS Giants",2019,"SCG",11,11,11,1
"Aidan Corr","GWS Giants",2020,"Adelaide Oval",10,10,10,1
"Aidan Corr","GWS Giants",2020,"GIANTS Stadium",13,9,21,6
"Aidan Corr","GWS Giants",2020,"Heritage Bank Stadium",13.25,10,16,4
"Aidan Corr","GWS Giants",2020,"Marvel Stadium",16,16,16,1
"Aidan Corr","GWS Giants",2020,"Optus Stadium",7.67,6,9,3
"Aidan Corr","North Melbourne",2021,"Heritage Bank Stadium",20,20,20,1
"Aidan Corr","North Melbourne",2021,"Marvel Stadium",12,12,12,1
"Aidan Corr","North Melbourne",2022,"Adelaide Oval",11,11,11,1
"Aidan Corr","North Melbourne",2022,"Blundstone Arena",12.5,9,16,4
"Aidan Corr","North Melbourne",2022,"GMHBA Stadium",23,23,23,1
"Aidan Corr","North Melbourne",2022,"Gabba",15,15,15,1
"Aidan Corr","North Melbourne",2022,"MCG",8,7,9,2
"Aidan Corr","North Melbourne",2022,"Marvel Stadium",17.5,10,29,8
"Aidan Corr","North Melbourne",2022,"Optus Stadium",12,12,12,1
"Aidan Corr","North Melbourne",2022,"SCG",12,12,12,1
"Aidan Corr","North Melbourne",2022,"TIO Stadium",14,14,14,1
"Aidan Corr","North Melbourne",2023,"Adelaide Hills",11,11,11,1
"Aidan Corr","North Melbourne",2023,"Adelaide Oval",15,15,15,1
"Aidan Corr","North Melbourne",2023,"Blundstone Arena",13,8,20,4
"Aidan Corr","North Melbourne",2023,"GMHBA Stadium",12,12,12,1
"Aidan Corr","North Melbourne",2023,"Heritage Bank Stadium",6,6,6,1
"Aidan Corr","North Melbourne",2023,"MCG",18,18,18,2
"Aidan Corr","North Melbourne",2023,"Marvel Stadium",16.5,9,27,6
"Aidan Corr","North Melbourne",2023,"Optus Stadium",20,18,22,2
"Aidan Corr","North Melbourne",2023,"University of Tasmania Stadium",16,16,16,1
"Aidan Riley","Melbourne",2014,"Adelaide Oval",12,12,12,1
"Aidan Riley","Melbourne",2014,"MCG",9.5,3,17,6
"Aidan Riley","Melbourne",2014,"Marvel Stadium",15.5,14,17,2
"Aidan Riley","Melbourne",2015,"GMHBA Stadium",3,3,3,1
"Aidan Riley","Melbourne",2015,"MCG",10.5,10,11,2
"Aidan Riley","Melbourne",2015,"Marvel Stadium",12,12,12,1
"Aiden Begg","Collingwood",2022,"MCG",14,13,15,2
"Aiden Begg","Collingwood",2022,"Marvel Stadium",2,2,2,1
"Aiden Bonar","GWS Giants",2018,"GIANTS Stadium",5,5,5,1
"Aiden Bonar","GWS Giants",2018,"MCG",12,12,12,1
"Aiden Bonar","GWS Giants",2018,"Manuka Oval",9,9,9,1
"Aiden Bonar","GWS Giants",2018,"Marvel Stadium",16,16,16,1
"Aiden Bonar","GWS Giants",2019,"GIANTS Stadium",12,12,12,1
"Aiden Bonar","GWS Giants",2019,"Manuka Oval",7,7,7,1
"Aiden Bonar","North Melbourne",2020,"Adelaide Oval",11,11,11,1
"Aiden Bonar","North Melbourne",2020,"Gabba",5,5,5,1
